576;4;1;0
192;4;1;1
#0;0;1;2
#0;0;1;3
-288;-96;0;0
-288;-92;0;0
-288;-88;0;0
-288;-84;0;0
-288;-80;0;0
-288;-76;0;0
-288;-72;0;0
-288;-68;0;0
-288;-64;0;0
-288;-60;0;0
-288;-56;0;0
-288;-52;0;0
-288;-48;0;0
-288;-44;0;0
-288;-40;0;0
-288;-36;0;0
-288;-32;0;0
-288;-28;0;0
-288;-24;0;0
-288;-20;0;0
-288;-16;0;0
-288;-12;0;0
-288;-7.99999999999999;0;0
-288;-3.99999999999999;0;0
-288;1.38777878078145E-14;0;0
-288;3.99999999999999;0;0
-288;7.99999999999999;0;0
-288;12;0;0
-288;16;0;0
-288;20;0;0
-288;24;0;0
-288;28;0;0
-288;32;0;0
-288;36;0;0
-288;40;0;0
-288;44;0;0
-288;48;0;0
-288;52;0;0
-288;56;0;0
-288;60;0;0
-288;64;0;0
-288;68;0;0
-288;72;0;0
-288;76;0;0
-288;80;0;0
-288;84;0;0
-288;88;0;0
-288;92;0;0
-288;96;0;0
-284;-96;0;0
-284;-92;0;0
-284;-88;0;0
-284;-84;0;0
-284;-80;0;0
-284;-76;0;0
-284;-72;0;0
-284;-68;0;0
-284;-64;0;0
-284;-60;0;0
-284;-56;0;0
-284;-52;0;0
-284;-48;0;0
-284;-44;0;0
-284;-40;0;0
-284;-36;0;0
-284;-32;0;0
-284;-28;0;0
-284;-24;0;0
-284;-20;0;0
-284;-16;0;0
-284;-12;0;0
-284;-7.99999999999999;0;0
-284;-3.99999999999999;0;0
-284;1.38777878078145E-14;0;0
-284;3.99999999999999;0;0
-284;7.99999999999999;0;0
-284;12;0;0
-284;16;0;0
-284;20;0;0
-284;24;0;0
-284;28;0;0
-284;32;0;0
-284;36;0;0
-284;40;0;0
-284;44;0;0
-284;48;0;0
-284;52;0;0
-284;56;0;0
-284;60;0;0
-284;64;0;0
-284;68;0;0
-284;72;0;0
-284;76;0;0
-284;80;0;0
-284;84;0;0
-284;88;0;0
-284;92;0;0
-284;96;0;0
-280;-96;0;0
-280;-92;0;0
-280;-88;0;0
-280;-84;0;0
-280;-80;0;0
-280;-76;0;0
-280;-72;0;0
-280;-68;0;0
-280;-64;0;0
-280;-60;0;0
-280;-56;0;0
-280;-52;0;0
-280;-48;0;0
-280;-44;0;0
-280;-40;0;0
-280;-36;0;0
-280;-32;0;0
-280;-28;0;0
-280;-24;0;0
-280;-20;0;0
-280;-16;0;0
-280;-12;0;0
-280;-7.99999999999999;0;0
-280;-3.99999999999999;0;0
-280;1.38777878078145E-14;0;0
-280;3.99999999999999;0;0
-280;7.99999999999999;0;0
-280;12;0;0
-280;16;0;0
-280;20;0;0
-280;24;0;0
-280;28;0;0
-280;32;0;0
-280;36;0;0
-280;40;0;0
-280;44;0;0
-280;48;0;0
-280;52;0;0
-280;56;0;0
-280;60;0;0
-280;64;0;0
-280;68;0;0
-280;72;0;0
-280;76;0;0
-280;80;0;0
-280;84;0;0
-280;88;0;0
-280;92;0;0
-280;96;0;0
-276;-96;0;0
-276;-92;0;0
-276;-88;0;0
-276;-84;0;0
-276;-80;0;0
-276;-76;0;0
-276;-72;0;0
-276;-68;0;0
-276;-64;0;0
-276;-60;0;0
-276;-56;0;0
-276;-52;0;0
-276;-48;0;0
-276;-44;0;0
-276;-40;0;0
-276;-36;0;0
-276;-32;0;0
-276;-28;0;0
-276;-24;0;0
-276;-20;0;0
-276;-16;0;0
-276;-12;0;0
-276;-7.99999999999999;0;0
-276;-3.99999999999999;0;0
-276;1.38777878078145E-14;0;0
-276;3.99999999999999;0;0
-276;7.99999999999999;0;0
-276;12;0;0
-276;16;0;0
-276;20;0;0
-276;24;0;0
-276;28;0;0
-276;32;0;0
-276;36;0;0
-276;40;0;0
-276;44;0;0
-276;48;0;0
-276;52;0;0
-276;56;0;0
-276;60;0;0
-276;64;0;0
-276;68;0;0
-276;72;0;0
-276;76;0;0
-276;80;0;0
-276;84;0;0
-276;88;0;0
-276;92;0;0
-276;96;0;0
-272;-96;0;0
-272;-92;0;0
-272;-88;0;0
-272;-84;0;0
-272;-80;0;0
-272;-76;0;0
-272;-72;0;0
-272;-68;0;0
-272;-64;0;0
-272;-60;0;0
-272;-56;0;0
-272;-52;0;0
-272;-48;0;0
-272;-44;0;0
-272;-40;0;0
-272;-36;0;0
-272;-32;0;0
-272;-28;0;0
-272;-24;0;0
-272;-20;0;0
-272;-16;0;0
-272;-12;0;0
-272;-7.99999999999999;0;0
-272;-3.99999999999999;0;0
-272;1.38777878078145E-14;0;0
-272;3.99999999999999;0;0
-272;7.99999999999999;0;0
-272;12;0;0
-272;16;0;0
-272;20;0;0
-272;24;0;0
-272;28;0;0
-272;32;0;0
-272;36;0;0
-272;40;0;0
-272;44;0;0
-272;48;0;0
-272;52;0;0
-272;56;0;0
-272;60;0;0
-272;64;0;0
-272;68;0;0
-272;72;0;0
-272;76;0;0
-272;80;0;0
-272;84;0;0
-272;88;0;0
-272;92;0;0
-272;96;0;0
-268;-96;0;0
-268;-92;0;0
-268;-88;0;0
-268;-84;0;0
-268;-80;0;0
-268;-76;0;0
-268;-72;0;0
-268;-68;0;0
-268;-64;0;0
-268;-60;0;0
-268;-56;0;0
-268;-52;0;0
-268;-48;0;0
-268;-44;0;0
-268;-40;0;0
-268;-36;0;0
-268;-32;0;0
-268;-28;0;0
-268;-24;0;0
-268;-20;0;0
-268;-16;0;0
-268;-12;0;0
-268;-7.99999999999999;0;0
-268;-3.99999999999999;0;0
-268;1.38777878078145E-14;0;0
-268;3.99999999999999;0;0
-268;7.99999999999999;0;0
-268;12;0;0
-268;16;0;0
-268;20;0;0
-268;24;0;0
-268;28;0;0
-268;32;0;0
-268;36;0;0
-268;40;0;0
-268;44;0;0
-268;48;0;0
-268;52;0;0
-268;56;0;0
-268;60;0;0
-268;64;0;0
-268;68;0;0
-268;72;0;0
-268;76;0;0
-268;80;0;0
-268;84;0;0
-268;88;0;0
-268;92;0;0
-268;96;0;0
-264;-96;0;0
-264;-92;0;0
-264;-88;0;0
-264;-84;0;0
-264;-80;0;0
-264;-76;0;0
-264;-72;0;0
-264;-68;0;0
-264;-64;0;0
-264;-60;0;0
-264;-56;0;0
-264;-52;0;0
-264;-48;0;0
-264;-44;0;0
-264;-40;0;0
-264;-36;0;0
-264;-32;0;0
-264;-28;0;0
-264;-24;0;0
-264;-20;0;0
-264;-16;0;0
-264;-12;0;0
-264;-7.99999999999999;0;0
-264;-3.99999999999999;0;0
-264;1.38777878078145E-14;0;0
-264;3.99999999999999;0;0
